work_year,experience_level,employment_type,job_title,employee_residence,remote_ratio,company_location,company_size,salary_usd
2024,MI,FT,Data Analyst,US,0,US,M,75100
2024,MI,FT,Business Intelligence,US,0,US,M,178200
2024,MI,FT,Business Intelligence,US,0,US,M,87000
2024,SE,FT,Data Scientist,CA,0,CA,M,138000
2024,SE,FT,Data Scientist,CA,0,CA,M,72000
2024,MI,FT,ML Engineer,US,0,US,M,252000
2024,MI,FT,ML Engineer,US,0,US,M,168000
2024,SE,FT,Data Modeler,US,100,US,M,140000
2024,SE,FT,Data Modeler,US,100,US,M,130000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,190000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,100000
2024,MI,FT,Data Scientist,US,0,US,M,150650
2024,MI,FT,Data Scientist,US,0,US,M,106700
2024,SE,FT,Data Scientist,US,0,US,M,192300
2024,SE,FT,Data Scientist,US,0,US,M,107900
2024,MI,FT,Data Integration Specialist,US,100,US,M,115000
2024,MI,FT,Data Integration Specialist,US,100,US,M,95500
2024,MI,FT,Research Scientist,US,100,US,M,195000
2024,MI,FT,Research Scientist,US,100,US,M,160000
2024,SE,FT,Data Scientist,US,0,US,M,257600
2024,SE,FT,Data Scientist,US,0,US,M,146000
2024,EN,FT,Data Analyst,CA,0,CA,M,90000
2024,EN,FT,Data Analyst,CA,0,CA,M,70000
2024,SE,FT,Machine Learning Engineer,NL,100,NL,S,117898
2024,SE,FT,Machine Learning Engineer,NL,100,NL,S,75026
2024,SE,FT,Data Engineer,US,0,US,M,158200
2024,SE,FT,Data Engineer,US,0,US,M,74100
2024,SE,FT,Data Engineer,US,0,US,M,231400
2024,SE,FT,Data Engineer,US,0,US,M,170955
2024,MI,FT,Data Engineer,US,0,US,M,137000
2024,MI,FT,Data Engineer,US,0,US,M,60300
2024,MI,FT,Data Analyst,US,0,US,M,101098
2024,MI,FT,Data Analyst,US,0,US,M,59469
2024,MI,FT,Data Product Manager,US,0,US,M,166363
2024,MI,FT,Data Product Manager,US,0,US,M,103977
2024,SE,FT,Data Manager,US,0,US,M,166000
2024,SE,FT,Data Manager,US,0,US,M,104000
2024,SE,FT,Research Scientist,US,0,US,M,170400
2024,SE,FT,Research Scientist,US,0,US,M,123800
2024,MI,FT,Data Visualization Specialist,US,100,US,M,94763
2024,MI,FT,Data Visualization Specialist,US,100,US,M,67750
2024,SE,FT,Machine Learning Engineer,US,0,US,M,251250
2024,SE,FT,Machine Learning Engineer,US,0,US,M,120750
2024,MI,FT,Data Analyst,LT,0,LT,M,32154
2024,MI,FT,Data Analyst,LT,0,LT,M,27652.44
2024,SE,FT,Data Scientist,US,0,US,M,189615
2024,SE,FT,Data Scientist,US,0,US,M,150385
2024,SE,FT,Data Science,US,0,US,M,283800
2024,SE,FT,Data Science,US,0,US,M,234700
2024,MI,FT,Data Scientist,US,100,US,M,109000
2024,MI,FT,Data Scientist,US,100,US,M,93000
2024,MI,FT,Data Scientist,US,0,US,M,164000
2024,MI,FT,Data Scientist,US,0,US,M,131000
2024,MI,FT,Data Specialist,GB,0,GB,M,57186.1562
2024,MI,FT,Data Specialist,GB,0,GB,M,38771.52928
2024,MI,FT,Data Analyst,GB,100,GB,M,68963.94394
2024,MI,FT,Data Analyst,GB,100,GB,M,56425.04504
2024,SE,FT,Business Intelligence Lead,US,0,US,M,144300
2024,SE,FT,Business Intelligence Lead,US,0,US,M,104800
2024,SE,FT,Data Engineer,US,0,US,M,212750
2024,SE,FT,Data Engineer,US,0,US,M,157250
2024,EN,FT,Data Analyst,US,100,US,M,150000
2024,EN,FT,Data Analyst,US,100,US,M,129200
2024,SE,FT,Machine Learning Engineer,US,0,US,M,265000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,170000
2024,SE,FT,Data Scientist,US,100,US,M,190000
2024,SE,FT,Data Scientist,US,100,US,M,155000
2024,SE,FT,Data Engineer,US,100,US,M,165000
2024,SE,FT,Data Engineer,US,100,US,M,100000
2024,MI,FT,Data Engineer,US,100,US,M,213900
2024,MI,FT,Data Engineer,US,100,US,M,126500
2024,SE,FT,Research Analyst,US,0,US,M,130000
2024,SE,FT,Research Analyst,US,0,US,M,104000
2024,SE,FT,Machine Learning Engineer,US,100,US,M,225000
2024,SE,FT,Machine Learning Engineer,US,100,US,M,66000
2024,SE,FT,ML Engineer,US,0,US,M,220000
2024,MI,FT,Business Intelligence Analyst,US,0,US,M,110000
2024,MI,FT,Business Intelligence Analyst,US,0,US,M,85000
2024,SE,FT,Machine Learning Engineer,US,100,US,M,282000
2024,SE,FT,Machine Learning Engineer,US,100,US,M,188000
2024,EX,FT,Data Science,US,100,US,M,219650
2024,EX,FT,Data Science,US,100,US,M,136000
2024,SE,FT,Data Science,US,0,US,M,210850
2024,SE,FT,Data Science,US,0,US,M,145400
2024,MI,FT,Data Analyst,US,100,US,M,143800
2024,MI,FT,Data Analyst,US,100,US,M,106300
2024,MI,FT,AI Engineer,US,100,US,M,150000
2024,MI,FT,AI Engineer,US,100,US,M,90200
2024,MI,FT,Data Engineer,US,0,US,M,140000
2024,MI,FT,Data Engineer,US,0,US,M,110000
2024,SE,FT,Data Analyst,US,100,US,M,140000
2024,SE,FT,Data Analyst,US,100,US,M,120000
2024,EN,PT,AI Software Engineer,DK,0,DK,S,114964.5362
2024,MI,PT,Research Scientist,US,0,US,M,138000
2024,MI,PT,Research Scientist,US,0,US,M,86000
2024,MI,FT,Data Scientist,US,0,US,M,199700
2024,MI,FT,Data Scientist,US,0,US,M,70800
2024,SE,FT,Research Analyst,US,0,US,M,175000
2024,SE,FT,Research Analyst,US,0,US,M,130000
2024,SE,FT,Data Architect,US,100,US,M,169847
2024,SE,FT,Data Architect,US,100,US,M,131631
2024,SE,FT,Machine Learning Scientist,US,0,US,M,277000
2024,SE,FT,Machine Learning Scientist,US,0,US,M,173000
2024,SE,FT,Machine Learning Engineer,US,100,US,M,264500
2024,SE,FT,Machine Learning Engineer,US,100,US,M,165600
2024,SE,FT,Business Intelligence,US,100,US,M,194000
2024,SE,FT,Business Intelligence,US,100,US,M,168000
2024,MI,FT,Data Engineer,US,0,US,M,90000
2024,MI,FT,Data Engineer,US,0,US,M,70000
2024,EN,FT,Data Scientist,US,0,US,M,137000
2024,EN,FT,Data Scientist,US,0,US,M,60400
2024,EX,FT,Data Science,US,0,US,M,197689
2024,EX,FT,Data Science,US,0,US,M,152311
2024,EX,FT,Research Analyst,US,0,US,M,209500
2024,EX,FT,Research Analyst,US,0,US,M,147500
2024,SE,FT,Data Engineer,US,100,US,M,170000
2024,SE,FT,Data Engineer,US,100,US,M,146000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,220600
2024,SE,FT,Machine Learning Engineer,US,0,US,M,140100
2024,SE,FT,AI Engineer,US,0,US,M,236872
2024,SE,FT,AI Engineer,US,0,US,M,148045
2024,MI,FT,Data Science Engineer,US,0,US,M,143896
2024,MI,FT,Data Science Engineer,US,0,US,M,99208
2024,SE,FT,Applied Scientist,US,0,US,M,250000
2024,SE,FT,Applied Scientist,US,0,US,M,160000
2024,SE,FT,ML Engineer,US,0,US,M,200000
2024,SE,FT,ML Engineer,US,0,US,M,25000
2024,SE,FT,Data Engineer,US,0,US,M,137500
2024,SE,FT,Data Engineer,US,0,US,M,81500
2024,EX,FT,Data Science,US,0,US,M,209700
2024,EX,FT,Data Science,US,0,US,M,161300
2024,SE,FT,Data Scientist,US,0,US,M,249000
2024,SE,FT,Data Scientist,US,0,US,M,216000
2024,SE,FT,Data Engineer,US,0,US,M,170040
2024,SE,FT,Data Engineer,US,0,US,M,113360
2024,MI,FT,Machine Learning Operations Engineer,US,0,US,M,178250
2024,MI,FT,Machine Learning Operations Engineer,US,0,US,M,110500
2024,EN,FT,Data Analyst,US,0,US,M,83300
2024,EN,FT,Data Analyst,US,0,US,M,47500
2024,SE,FT,Data Scientist,US,100,US,M,200000
2024,SE,FT,Data Scientist,US,100,US,M,148500
2024,SE,FT,Data Architect,US,0,US,M,138000
2024,SE,FT,Data Architect,US,0,US,M,120000
2024,SE,FT,Research Scientist,US,0,US,M,250000
2024,SE,FT,Research Scientist,US,0,US,M,200000
2024,SE,FT,Data Engineer,US,100,US,M,110000
2024,SE,FT,Data Engineer,US,100,US,M,90000
2024,MI,FT,Data Engineer,US,100,US,M,142000
2024,MI,FT,Data Engineer,US,100,US,M,129500
2024,MI,FT,Data Product Manager,US,0,US,M,210554
2024,MI,FT,Data Product Manager,US,0,US,M,131596
2024,SE,FT,Data Engineer,US,0,US,M,170000
2024,SE,FT,Data Engineer,US,0,US,M,130000
2024,SE,FT,Data Engineer,US,0,US,M,159550
2024,SE,FT,Data Engineer,US,0,US,M,113000
2024,MI,FT,Data Engineer,US,0,US,M,135000
2024,MI,FT,Data Engineer,US,0,US,M,100000
2024,MI,FT,Machine Learning Engineer,US,0,US,M,245400
2024,MI,FT,Machine Learning Engineer,US,0,US,M,139000
2024,SE,FT,Data Engineer,US,0,US,M,190000
2024,SE,FT,Data Engineer,US,0,US,M,167000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,304000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,244000
2024,EN,FT,Data Analyst,US,0,US,M,62694.49449
2024,EN,FT,Data Analyst,US,0,US,M,55171.15515
2024,SE,FT,Data Scientist,US,0,US,L,247600
2024,SE,FT,Data Scientist,US,0,US,L,127300
2024,SE,FT,Data Science,US,0,US,M,210000
2024,SE,FT,Data Science,US,0,US,M,170000
2024,MI,FT,Applied Scientist,US,0,US,L,222200
2024,MI,FT,Applied Scientist,US,0,US,L,136000
2024,MI,FT,Research Analyst,US,100,US,M,200000
2024,MI,FT,Research Analyst,US,100,US,M,151300
2024,MI,FT,Data Scientist,US,100,US,M,110000
2024,MI,FT,Data Scientist,US,100,US,M,90000
2024,EN,FT,Data Analyst,US,0,US,M,156000
2024,EN,FT,Data Analyst,US,0,US,M,94000
2024,MI,FT,Research Scientist,US,0,US,L,212800
2024,MI,FT,Research Scientist,US,0,US,L,124100
2024,MI,FT,Analytics Engineer,US,0,US,M,195000
2024,MI,FT,Analytics Engineer,US,0,US,M,140000
2024,SE,FT,Data Management Analyst,US,0,US,M,199068
2024,SE,FT,Data Management Analyst,US,0,US,M,150000
2024,EX,FT,Data Science,US,0,US,M,250900
2024,EX,FT,Data Science,US,0,US,M,173100
2024,MI,FT,Data Analyst,US,0,US,M,95000
2024,MI,FT,Data Analyst,US,0,US,M,80000
2024,EN,FT,Data Scientist,FR,0,FR,M,64308
2024,EN,FT,Data Scientist,FR,0,FR,M,42872
2024,SE,FT,Data Engineer,US,0,US,M,138000
2024,SE,FT,Data Engineer,US,0,US,M,86000
2024,SE,FT,AI Engineer,US,0,US,M,186754
2024,SE,FT,AI Engineer,US,0,US,M,101000
2024,SE,FT,Data Scientist,US,0,US,M,234000
2024,SE,FT,Data Scientist,US,0,US,M,146000
2024,MI,FT,Research Scientist,US,100,US,M,96200
2024,MI,FT,Research Scientist,US,100,US,M,69800
2024,SE,FT,Encounter Data Management Professional,US,100,US,M,96200
2024,SE,FT,Encounter Data Management Professional,US,100,US,M,69800
2024,SE,FT,Business Intelligence,US,0,US,M,170000
2024,SE,FT,Business Intelligence,US,0,US,M,150000
2024,MI,FT,Data Engineer,US,0,US,M,157500
2024,MI,FT,Data Engineer,US,0,US,M,149900
2024,SE,FT,Data Analyst,US,0,US,M,169000
2024,SE,FT,Data Analyst,US,0,US,M,105000
2024,SE,FT,Data Engineer,US,100,US,M,148017
2024,SE,FT,Data Engineer,US,100,US,M,87069
2024,MI,FT,Data Specialist,CA,0,CA,M,106336
2024,MI,FT,Data Specialist,CA,0,CA,M,83150
2024,MI,FT,Data Analytics Specialist,US,100,US,M,130000
2024,MI,FT,Data Analytics Specialist,US,100,US,M,91000
2024,SE,FT,Data Analyst,US,0,US,M,149925
2024,SE,FT,Data Analyst,US,0,US,M,91260
2024,SE,FT,ML Engineer,US,0,US,M,185000
2024,SE,FT,ML Engineer,US,0,US,M,25000
2024,SE,FT,Data Scientist,US,100,US,M,155000
2024,SE,FT,Data Scientist,US,100,US,M,120000
2024,SE,FT,ML Engineer,US,0,US,M,209700
2024,SE,FT,ML Engineer,US,0,US,M,144600
2024,SE,FT,Data Architect,US,0,US,M,175000
2024,SE,FT,Data Architect,US,0,US,M,117000
2024,MI,FT,Data Analyst,US,0,US,M,77280
2024,MI,FT,Data Analyst,US,0,US,M,58000
2024,SE,FT,Data Engineer,US,100,US,M,170200
2024,SE,FT,Data Engineer,US,100,US,M,125800
2024,SE,FT,Data Architect,US,100,US,M,202730
2024,SE,FT,Data Architect,US,100,US,M,92118
2024,MI,FT,Data Analyst,US,100,US,M,125000
2024,MI,FT,Data Analyst,US,100,US,M,100000
2024,SE,FT,Applied Scientist,US,100,US,M,200000
2024,SE,FT,Applied Scientist,US,100,US,M,160000
2024,MI,FT,Data Scientist,US,0,US,M,157144
2024,MI,FT,Data Scientist,US,0,US,M,93101
2024,SE,FT,Data Scientist,CA,0,CA,M,152675.9815
2024,SE,FT,Data Scientist,CA,0,CA,M,109576.0632
2024,SE,FT,Applied Scientist,US,0,US,L,260000
2024,SE,FT,Applied Scientist,US,0,US,L,136000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,189000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,145400
2024,SE,FT,Data Architect,CA,0,CA,M,200070
2024,SE,FT,Data Architect,CA,0,CA,M,107730
2024,SE,FT,Data Engineer,US,0,US,M,154000
2024,SE,FT,Data Engineer,US,0,US,M,103000
2024,EX,FT,Head of Data,US,0,US,M,223000
2024,EX,FT,Head of Data,US,0,US,M,205000
2024,SE,FT,Data Analyst,US,0,US,M,209000
2024,SE,FT,Data Analyst,US,0,US,M,120000
2024,MI,FT,Machine Learning Engineer,CA,0,CA,M,200000
2024,MI,FT,Machine Learning Engineer,CA,0,CA,M,160000
2024,MI,FT,Data Scientist,US,100,US,M,110000
2024,MI,FT,Data Scientist,US,100,US,M,90000
2024,SE,FT,Data Scientist,US,0,US,M,252000
2024,SE,FT,Data Scientist,US,0,US,M,168000
2024,MI,FT,Applied Scientist,US,0,US,L,222200
2024,MI,FT,Applied Scientist,US,0,US,L,136000
2024,SE,FT,Data Analytics Lead,US,100,US,M,250000
2024,SE,FT,Data Scientist,US,100,US,M,385000
2024,SE,FT,Data Scientist,US,100,US,M,130000
2024,MI,FT,Data Scientist,US,0,US,M,150000
2024,MI,FT,Data Scientist,US,0,US,M,127500
2024,EN,FT,Business Intelligence Analyst,US,0,US,M,142136
2024,EN,FT,Business Intelligence Analyst,US,0,US,M,123596
2024,MI,FT,Data Scientist,US,100,US,M,285200
2024,MI,FT,Data Scientist,US,100,US,M,168600
2024,SE,FT,Data Scientist,US,0,US,M,223500
2024,SE,FT,Data Scientist,US,0,US,M,109100
2024,EN,FT,Data Analyst,US,0,US,M,64500
2024,EN,FT,Data Analyst,US,0,US,M,46500
2024,SE,FT,Data Engineer,US,0,US,M,180500
2024,SE,FT,Data Engineer,US,0,US,M,96200
2024,MI,FT,Data Analyst,US,0,US,M,86940
2024,MI,FT,Data Analyst,US,0,US,M,66000
2024,MI,FT,Data Analyst,US,0,US,M,77280
2024,MI,FT,Data Analyst,US,0,US,M,58000
2024,SE,FT,Data Specialist,GB,0,GB,M,51933.61146
2024,SE,FT,Data Specialist,GB,0,GB,M,47927.43326
2024,SE,FT,Data Manager,US,0,US,M,166000
2024,SE,FT,Data Manager,US,0,US,M,104000
2024,EN,FT,Data Analyst,US,0,US,M,97000
2024,EN,FT,Data Analyst,US,0,US,M,62000
2024,MI,FT,Machine Learning Scientist,US,0,US,M,176000
2024,MI,FT,Machine Learning Scientist,US,0,US,M,72700
2024,MI,FT,Data Science,ZA,0,ZA,M,42589.624
2024,MI,FT,Data Science,ZA,0,ZA,M,39367.12698
2024,EN,FT,Research Scientist,US,100,US,M,170500
2024,EN,FT,Research Scientist,US,100,US,M,123200
2024,SE,FT,Machine Learning Engineer,US,0,US,M,296400
2024,SE,FT,Machine Learning Engineer,US,0,US,M,159600
2024,SE,FT,Applied Scientist,US,0,US,M,158200
2024,SE,FT,Applied Scientist,US,0,US,M,79000
2024,SE,FT,Data Scientist,NZ,0,NZ,M,153000
2024,SE,FT,Data Scientist,NZ,0,NZ,M,135000
2024,MI,FT,Data Scientist,US,0,US,M,145000
2024,MI,FT,Data Scientist,US,0,US,M,125000
2024,EX,FT,Head of Data,US,100,US,M,230000
2024,EX,FT,Head of Data,US,100,US,M,200000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,278000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,196000
2024,SE,FT,Data Engineer,US,100,US,M,140000
2024,SE,FT,Data Engineer,US,100,US,M,100000
2024,MI,FT,Data Scientist,AR,100,AR,M,45000
2024,MI,FT,Data Scientist,AR,100,AR,M,30000
2024,SE,FT,Data Scientist,US,0,US,M,218000
2024,SE,FT,Data Scientist,US,0,US,M,145000
2024,SE,FT,Data Analyst,US,0,US,M,100000
2024,SE,FT,Data Analyst,US,0,US,M,86220
2024,MI,FT,Data Engineer,US,0,US,M,190000
2024,MI,FT,Data Engineer,US,0,US,M,150000
2024,MI,FT,Business Intelligence,US,0,US,M,110000
2024,MI,FT,Business Intelligence,US,0,US,M,95000
2024,SE,FT,Data Science,US,0,US,M,110000
2024,SE,FT,Data Science,US,0,US,M,90000
2024,MI,FT,Data Engineer,US,0,US,M,140000
2024,MI,FT,Data Engineer,US,0,US,M,110000
2024,MI,FT,Data Analyst,US,100,US,M,80000
2024,MI,FT,Data Analyst,US,100,US,M,50000
2024,SE,FT,Data Analyst,US,100,US,M,180000
2024,SE,FT,Data Analyst,US,100,US,M,130000
2024,SE,FT,Data Engineer,US,0,US,M,200000
2024,SE,FT,Data Engineer,US,0,US,M,147000
2024,SE,FT,Data Analyst,US,0,US,M,148000
2024,SE,FT,Data Analyst,US,0,US,M,125000
2024,SE,FT,Data Scientist,US,0,US,M,150000
2024,SE,FT,Data Scientist,US,0,US,M,110000
2024,SE,FT,Data Analyst,US,100,US,M,245400
2024,SE,FT,Data Analyst,US,100,US,M,135800
2024,EX,FT,Business Intelligence,US,0,US,M,200000
2024,EX,FT,Business Intelligence,US,0,US,M,175000
2024,SE,FT,Applied Scientist,US,100,US,M,249700
2024,SE,FT,Applied Scientist,US,100,US,M,156300
2024,SE,FT,Data Architect,US,100,US,M,190000
2024,SE,FT,Data Architect,US,100,US,M,140000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,370000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,220000
2024,EN,FT,Data Engineer,ES,0,ES,M,37513
2024,EN,FT,Data Engineer,ES,0,ES,M,28938.6
2024,SE,FT,Machine Learning Engineer,US,100,US,M,280000
2024,SE,FT,Machine Learning Engineer,US,100,US,M,184000
2024,MI,FT,Data Analyst,US,0,US,M,174000
2024,MI,FT,Data Analyst,US,0,US,M,132000
2024,SE,FT,Analytics Engineer,US,0,US,M,720000
2024,SE,FT,Analytics Engineer,US,0,US,M,170000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,200000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,160000
2024,SE,FT,Data Scientist,US,0,US,M,150000
2024,SE,FT,Data Scientist,US,0,US,M,111000
2024,SE,FT,Machine Learning Engineer,US,100,US,M,280000
2024,SE,FT,Machine Learning Engineer,US,100,US,M,184000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,302900
2024,SE,FT,Machine Learning Engineer,US,0,US,M,302900
2024,MI,FT,Data Engineer,US,0,US,M,179500
2024,MI,FT,Data Engineer,US,0,US,M,149500
2024,SE,FT,Data Architect,US,100,US,M,238000
2024,SE,FT,Data Architect,US,100,US,M,149000
2024,SE,FT,Data Scientist,US,0,US,M,190000
2024,SE,FT,Data Scientist,US,0,US,M,148000
2024,SE,FT,Data Modeler,US,0,US,M,162225
2024,SE,FT,Data Modeler,US,0,US,M,139050
2024,SE,FT,Data Engineer,US,100,US,M,190000
2024,SE,FT,Data Engineer,US,100,US,M,105301
2024,SE,FT,Data Scientist,US,0,US,M,180000
2024,SE,FT,Data Scientist,US,0,US,M,139000
2024,SE,FT,Data Analyst,GB,0,GB,M,62694.49449
2024,SE,FT,Data Analyst,GB,0,GB,M,55171.15515
2024,SE,FT,Machine Learning Engineer,US,0,US,M,252000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,168000
2024,MI,FT,Data Engineer,US,0,US,M,85000
2024,MI,FT,Data Engineer,US,0,US,M,74880
2024,SE,FT,Machine Learning Engineer,US,0,US,M,260000
2024,SE,FT,Machine Learning Engineer,US,0,US,M,160000
2024,SE,FT,Data Engineer,US,100,US,M,190000
2024,SE,FT,Data Engineer,US,100,US,M,150000
2024,MI,FT,Research Engineer,US,0,US,M,234000
2024,MI,FT,Research Engineer,US,0,US,M,176000
2024,MI,FT,Data Engineer,US,100,US,M,125000
2024,MI,FT,Data Engineer,US,100,US,M,100000
2024,SE,FT,ML Engineer,US,0,US,M,155000
2024,SE,FT,ML Engineer,US,0,US,M,100000
2024,SE,FT,Data Analyst,CA,100,CA,M,170000
2024,SE,FT,Data Analyst,CA,100,CA,M,130000
2024,MI,FT,Data Engineer,US,0,US,M,184000
2024,MI,FT,Data Engineer,US,0,US,M,123000
2024,SE,FT,Data Modeler,US,100,US,M,140000
2024,SE,FT,Data Modeler,US,100,US,M,130000
2024,MI,FT,Data Scientist,US,0,US,M,159550
2024,MI,FT,Data Scientist,US,0,US,M,113000
2024,SE,FT,Data Scientist,FR,0,FR,M,222300
2024,SE,FT,Data Scientist,FR,0,FR,M,119700
2024,SE,FT,ML Engineer,US,0,US,M,120000
2024,SE,FT,ML Engineer,US,0,US,M,75000
2024,SE,FT,AI Scientist,US,0,US,M,166000
2024,SE,FT,AI Scientist,US,0,US,M,110781
2024,MI,FT,Data Scientist,US,100,US,M,121500
2024,MI,FT,Data Scientist,US,100,US,M,88200
2024,EN,PT,Data Science,US,0,US,M,63162
2024,EN,PT,Data Science,US,0,US,M,37154
2024,SE,FT,Data Scientist,US,0,US,M,195800
2024,SE,FT,Data Scientist,US,0,US,M,161900
2024,SE,FT,Data Analyst,US,0,US,M,142166
2024,SE,FT,Data Analyst,US,0,US,M,88854
2024,EN,FT,Business Intelligence Developer,US,0,US,M,137000
2024,EN,FT,Business Intelligence Developer,US,0,US,M,60400
2024,SE,FT,Data Architect,US,100,US,M,178090
2024,SE,FT,Data Architect,US,100,US,M,92118
2024,EX,FT,Head of Data,US,0,US,M,257500
2024,EX,FT,Head of Data,US,0,US,M,190000
2024,MI,FT,AI Engineer,US,0,US,M,176000
2024,MI,FT,AI Engineer,US,0,US,M,106500
2024,MI,FT,Business Intelligence,US,0,US,M,125500
2024,MI,FT,Business Intelligence,US,0,US,M,78000
2024,SE,FT,Data Engineer,US,100,US,M,200000
2024,SE,FT,Data Engineer,US,100,US,M,96000
2024,EN,FT,Business Intelligence Analyst,US,0,US,M,192500
2024,EN,FT,Business Intelligence Analyst,US,0,US,M,140000
2024,SE,FT,Data Engineer,US,0,US,M,220000
2024,SE,FT,Data Engineer,US,0,US,M,96600
2024,SE,FT,Data Engineer,US,0,US,M,195500
2024,SE,FT,Data Engineer,US,0,US,M,117300
2024,SE,FT,Data Engineer,US,0,US,M,156000
2024,SE,FT,Data Engineer,US,0,US,M,124000
2024,SE,FT,Data Architect,US,0,US,M,178090
2024,SE,FT,Data Architect,US,0,US,M,81978
2024,SE,FT,Data Engineer,US,0,US,M,142500
2024,SE,FT,Data Engineer,US,0,US,M,90000
2024,SE,FT,Data Engineer,CA,0,CA,M,171210
2024,SE,FT,Data Engineer,CA,0,CA,M,92190
2024,SE,FT,Data Architect,GB,0,GB,M,74507.39114
2024,SE,FT,Data Architect,GB,0,GB,M,60625.57617
2024,MI,FT,Machine Learning Developer,CA,0,CA,M,125000
2024,MI,FT,Machine Learning Developer,CA,0,CA,M,90000
2024,MI,FT,Data Scientist,US,100,US,M,176000
2024,MI,FT,Data Scientist,US,100,US,M,72700
2024,MI,FT,Data Engineer,US,0,US,M,132600
2024,MI,FT,Data Engineer,US,0,US,M,80845
2024,EX,FT,Data Engineer,US,0,US,M,250000
2024,EX,FT,Data Engineer,US,0,US,M,150000
2024,MI,FT,Data Management Specialist,US,0,US,M,79000
2024,MI,FT,Data Management Specialist,US,0,US,M,72000
2024,SE,FT,Data Scientist,US,100,US,M,230800
2024,SE,FT,Data Scientist,US,100,US,M,96200
2024,EN,FT,Data Scientist,US,0,US,M,187415
2024,EN,FT,Data Scientist,US,0,US,M,114080
2024,EN,FT,Business Intelligence Lead,US,0,US,M,187415
2024,EN,FT,Business Intelligence Lead,US,0,US,M,114080
