work_year,experience_level,employment_type,job_title,salary,salary_currency,employee_residence,remote_ratio,company_location,company_size
2024,SE,FT,Data Engineer,190000,USD,US,100,US,M
2024,SE,FT,Data Engineer,155000,USD,US,100,US,M
2024,SE,FT,Data Analyst,174000,USD,US,100,US,M
2024,SE,FT,Data Analyst,116000,USD,US,100,US,M
2024,MI,FT,Data Analyst,100000,USD,US,0,US,M
2024,MI,FT,Data Analyst,80000,USD,US,0,US,M
2024,MI,FT,Data Analyst,145000,USD,US,0,US,M
2024,MI,FT,Data Analyst,95000,USD,US,0,US,M
2024,MI,FT,Data Scientist,120000,USD,AU,0,AU,S
2024,MI,FT,Data Scientist,70000,USD,AU,0,AU,S
2024,MI,CT,Data Scientist,130000,USD,US,0,US,M
2024,MI,CT,Data Scientist,110000,USD,US,0,US,M
2024,MI,FT,Data Science Manager,240000,USD,US,0,US,M
2024,MI,FT,Data Science Manager,180000,USD,US,0,US,M
2024,SE,FT,Business Intelligence Engineer,202800,USD,US,0,US,M
2024,SE,FT,Business Intelligence Engineer,115000,USD,US,0,US,M
2024,SE,FT,Data Architect,80000,GBP,GB,0,GB,M
2024,SE,FT,Data Architect,45000,GBP,GB,0,GB,M
2024,SE,FT,Data Analyst,90000,CAD,CA,0,CA,M
2024,SE,FT,Data Analyst,75000,CAD,CA,0,CA,M
2024,MI,FT,Data Analyst,112300,USD,US,0,US,M
2024,MI,FT,Data Analyst,75100,USD,US,0,US,M
2024,MI,FT,Business Intelligence,178200,USD,US,0,US,M
2024,MI,FT,Business Intelligence,87000,USD,US,0,US,M
2024,SE,FT,Data Scientist,138000,USD,CA,0,CA,M
2024,SE,FT,Data Scientist,72000,USD,CA,0,CA,M
2024,MI,FT,ML Engineer,252000,USD,US,0,US,M
2024,MI,FT,ML Engineer,168000,USD,US,0,US,M
2024,SE,FT,Data Modeler,140000,USD,US,100,US,M
2024,SE,FT,Data Modeler,130000,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,190000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,100000,USD,US,0,US,M
2024,MI,FT,Data Scientist,150650,USD,US,0,US,M
2024,MI,FT,Data Scientist,106700,USD,US,0,US,M
2024,SE,FT,Data Scientist,192300,USD,US,0,US,M
2024,SE,FT,Data Scientist,107900,USD,US,0,US,M
2024,MI,FT,Data Integration Specialist,115000,USD,US,100,US,M
2024,MI,FT,Data Integration Specialist,95500,USD,US,100,US,M
2024,MI,FT,Research Scientist,195000,USD,US,100,US,M
2024,MI,FT,Research Scientist,160000,USD,US,100,US,M
2024,SE,FT,Data Scientist,257600,USD,US,0,US,M
2024,SE,FT,Data Scientist,146000,USD,US,0,US,M
2024,EN,FT,Data Analyst,90000,USD,CA,0,CA,M
2024,EN,FT,Data Analyst,70000,USD,CA,0,CA,M
2024,SE,FT,Machine Learning Engineer,110000,EUR,NL,100,NL,S
2024,SE,FT,Machine Learning Engineer,70000,EUR,NL,100,NL,S
2024,SE,FT,Data Engineer,158200,USD,US,0,US,M
2024,SE,FT,Data Engineer,74100,USD,US,0,US,M
2024,SE,FT,Data Engineer,231400,USD,US,0,US,M
2024,SE,FT,Data Engineer,170955,USD,US,0,US,M
2024,MI,FT,Data Engineer,137000,USD,US,0,US,M
2024,MI,FT,Data Engineer,60300,USD,US,0,US,M
2024,MI,FT,Data Analyst,101098,USD,US,0,US,M
2024,MI,FT,Data Analyst,59469,USD,US,0,US,M
2024,MI,FT,Data Product Manager,166363,USD,US,0,US,M
2024,MI,FT,Data Product Manager,103977,USD,US,0,US,M
2024,SE,FT,Data Manager,166000,USD,US,0,US,M
2024,SE,FT,Data Manager,104000,USD,US,0,US,M
2024,SE,FT,Research Scientist,170400,USD,US,0,US,M
2024,SE,FT,Research Scientist,123800,USD,US,0,US,M
2024,MI,FT,Data Visualization Specialist,94763,USD,US,100,US,M
2024,MI,FT,Data Visualization Specialist,67750,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,251250,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,120750,USD,US,0,US,M
2024,MI,FT,Data Analyst,30000,EUR,LT,0,LT,M
2024,MI,FT,Data Analyst,25800,EUR,LT,0,LT,M
2024,SE,FT,Data Scientist,189615,USD,US,0,US,M
2024,SE,FT,Data Scientist,150385,USD,US,0,US,M
2024,SE,FT,Data Science,283800,USD,US,0,US,M
2024,SE,FT,Data Science,234700,USD,US,0,US,M
2024,MI,FT,Data Scientist,109000,USD,US,100,US,M
2024,MI,FT,Data Scientist,93000,USD,US,100,US,M
2024,MI,FT,Data Scientist,164000,USD,US,0,US,M
2024,MI,FT,Data Scientist,131000,USD,US,0,US,M
2024,MI,FT,Data Specialist,45607,GBP,GB,0,GB,M
2024,MI,FT,Data Specialist,30921,GBP,GB,0,GB,M
2024,MI,FT,Data Analyst,55000,GBP,GB,100,GB,M
2024,MI,FT,Data Analyst,45000,GBP,GB,100,GB,M
2024,SE,FT,Business Intelligence Lead,144300,USD,US,0,US,M
2024,SE,FT,Business Intelligence Lead,104800,USD,US,0,US,M
2024,SE,FT,Data Engineer,212750,USD,US,0,US,M
2024,SE,FT,Data Engineer,157250,USD,US,0,US,M
2024,EN,FT,Data Analyst,150000,USD,US,100,US,M
2024,EN,FT,Data Analyst,129200,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,265000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,170000,USD,US,0,US,M
2024,SE,FT,Data Scientist,190000,USD,US,100,US,M
2024,SE,FT,Data Scientist,155000,USD,US,100,US,M
2024,SE,FT,Data Engineer,165000,USD,US,100,US,M
2024,SE,FT,Data Engineer,100000,USD,US,100,US,M
2024,MI,FT,Data Engineer,213900,USD,US,100,US,M
2024,MI,FT,Data Engineer,126500,USD,US,100,US,M
2024,SE,FT,Research Analyst,130000,USD,US,0,US,M
2024,SE,FT,Research Analyst,104000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,225000,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,66000,USD,US,100,US,M
2024,SE,FT,ML Engineer,220000,USD,US,0,US,M
2024,MI,FT,Business Intelligence Analyst,110000,USD,US,0,US,M
2024,MI,FT,Business Intelligence Analyst,85000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,282000,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,188000,USD,US,100,US,M
2024,EX,FT,Data Science,219650,USD,US,100,US,M
2024,EX,FT,Data Science,136000,USD,US,100,US,M
2024,SE,FT,Data Science,210850,USD,US,0,US,M
2024,SE,FT,Data Science,145400,USD,US,0,US,M
2024,MI,FT,Data Analyst,143800,USD,US,100,US,M
2024,MI,FT,Data Analyst,106300,USD,US,100,US,M
2024,MI,FT,AI Engineer,150000,USD,US,100,US,M
2024,MI,FT,AI Engineer,90200,USD,US,100,US,M
2024,MI,FT,Data Engineer,140000,USD,US,0,US,M
2024,MI,FT,Data Engineer,110000,USD,US,0,US,M
2024,SE,FT,Data Analyst,140000,USD,US,100,US,M
2024,SE,FT,Data Analyst,120000,USD,US,100,US,M
2024,EN,PT,AI Software Engineer,800000,DKK,DK,0,DK,S
2024,MI,PT,Research Scientist,138000,USD,US,0,US,M
2024,MI,PT,Research Scientist,86000,USD,US,0,US,M
2024,MI,FT,Data Scientist,199700,USD,US,0,US,M
2024,MI,FT,Data Scientist,70800,USD,US,0,US,M
2024,SE,FT,Research Analyst,175000,USD,US,0,US,M
2024,SE,FT,Research Analyst,130000,USD,US,0,US,M
2024,SE,FT,Data Architect,169847,USD,US,100,US,M
2024,SE,FT,Data Architect,131631,USD,US,100,US,M
2024,SE,FT,Machine Learning Scientist,277000,USD,US,0,US,M
2024,SE,FT,Machine Learning Scientist,173000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,264500,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,165600,USD,US,100,US,M
2024,SE,FT,Business Intelligence,194000,USD,US,100,US,M
2024,SE,FT,Business Intelligence,168000,USD,US,100,US,M
2024,MI,FT,Data Engineer,90000,USD,US,0,US,M
2024,MI,FT,Data Engineer,70000,USD,US,0,US,M
2024,EN,FT,Data Scientist,137000,USD,US,0,US,M
2024,EN,FT,Data Scientist,60400,USD,US,0,US,M
2024,EX,FT,Data Science,197689,USD,US,0,US,M
2024,EX,FT,Data Science,152311,USD,US,0,US,M
2024,EX,FT,Research Analyst,209500,USD,US,0,US,M
2024,EX,FT,Research Analyst,147500,USD,US,0,US,M
2024,SE,FT,Data Engineer,170000,USD,US,100,US,M
2024,SE,FT,Data Engineer,146000,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,220600,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,140100,USD,US,0,US,M
2024,SE,FT,AI Engineer,236872,USD,US,0,US,M
2024,SE,FT,AI Engineer,148045,USD,US,0,US,M
2024,MI,FT,Data Science Engineer,143896,USD,US,0,US,M
2024,MI,FT,Data Science Engineer,99208,USD,US,0,US,M
2024,SE,FT,Applied Scientist,250000,USD,US,0,US,M
2024,SE,FT,Applied Scientist,160000,USD,US,0,US,M
2024,SE,FT,ML Engineer,200000,USD,US,0,US,M
2024,SE,FT,ML Engineer,25000,USD,US,0,US,M
2024,SE,FT,Data Engineer,137500,USD,US,0,US,M
2024,SE,FT,Data Engineer,81500,USD,US,0,US,M
2024,EX,FT,Data Science,209700,USD,US,0,US,M
2024,EX,FT,Data Science,161300,USD,US,0,US,M
2024,SE,FT,Data Scientist,249000,USD,US,0,US,M
2024,SE,FT,Data Scientist,216000,USD,US,0,US,M
2024,SE,FT,Data Engineer,170040,USD,US,0,US,M
2024,SE,FT,Data Engineer,113360,USD,US,0,US,M
2024,MI,FT,Machine Learning Operations Engineer,178250,USD,US,0,US,M
2024,MI,FT,Machine Learning Operations Engineer,110500,USD,US,0,US,M
2024,EN,FT,Data Analyst,83300,USD,US,0,US,M
2024,EN,FT,Data Analyst,47500,USD,US,0,US,M
2024,SE,FT,Data Scientist,200000,USD,US,100,US,M
2024,SE,FT,Data Scientist,148500,USD,US,100,US,M
2024,SE,FT,Data Architect,138000,USD,US,0,US,M
2024,SE,FT,Data Architect,120000,USD,US,0,US,M
2024,SE,FT,Research Scientist,250000,USD,US,0,US,M
2024,SE,FT,Research Scientist,200000,USD,US,0,US,M
2024,SE,FT,Data Engineer,110000,USD,US,100,US,M
2024,SE,FT,Data Engineer,90000,USD,US,100,US,M
2024,MI,FT,Data Engineer,142000,USD,US,100,US,M
2024,MI,FT,Data Engineer,129500,USD,US,100,US,M
2024,MI,FT,Data Product Manager,210554,USD,US,0,US,M
2024,MI,FT,Data Product Manager,131596,USD,US,0,US,M
2024,SE,FT,Data Engineer,170000,USD,US,0,US,M
2024,SE,FT,Data Engineer,130000,USD,US,0,US,M
2024,SE,FT,Data Engineer,159550,USD,US,0,US,M
2024,SE,FT,Data Engineer,113000,USD,US,0,US,M
2024,MI,FT,Data Engineer,135000,USD,US,0,US,M
2024,MI,FT,Data Engineer,100000,USD,US,0,US,M
2024,MI,FT,Machine Learning Engineer,245400,USD,US,0,US,M
2024,MI,FT,Machine Learning Engineer,139000,USD,US,0,US,M
2024,SE,FT,Data Engineer,190000,USD,US,0,US,M
2024,SE,FT,Data Engineer,167000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,304000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,244000,USD,US,0,US,M
2024,EN,FT,Data Analyst,50000,GBP,US,0,US,M
2024,EN,FT,Data Analyst,44000,GBP,US,0,US,M
2024,SE,FT,Data Scientist,247600,USD,US,0,US,L
2024,SE,FT,Data Scientist,127300,USD,US,0,US,L
2024,SE,FT,Data Science,210000,USD,US,0,US,M
2024,SE,FT,Data Science,170000,USD,US,0,US,M
2024,MI,FT,Applied Scientist,222200,USD,US,0,US,L
2024,MI,FT,Applied Scientist,136000,USD,US,0,US,L
2024,MI,FT,Research Analyst,200000,USD,US,100,US,M
2024,MI,FT,Research Analyst,151300,USD,US,100,US,M
2024,MI,FT,Data Scientist,110000,USD,US,100,US,M
2024,MI,FT,Data Scientist,90000,USD,US,100,US,M
2024,EN,FT,Data Analyst,156000,USD,US,0,US,M
2024,EN,FT,Data Analyst,94000,USD,US,0,US,M
2024,MI,FT,Research Scientist,212800,USD,US,0,US,L
2024,MI,FT,Research Scientist,124100,USD,US,0,US,L
2024,MI,FT,Analytics Engineer,195000,USD,US,0,US,M
2024,MI,FT,Analytics Engineer,140000,USD,US,0,US,M
2024,SE,FT,Data Management Analyst,199068,USD,US,0,US,M
2024,SE,FT,Data Management Analyst,150000,USD,US,0,US,M
2024,EX,FT,Data Science,250900,USD,US,0,US,M
2024,EX,FT,Data Science,173100,USD,US,0,US,M
2024,MI,FT,Data Analyst,95000,USD,US,0,US,M
2024,MI,FT,Data Analyst,80000,USD,US,0,US,M
2024,EN,FT,Data Scientist,60000,EUR,FR,0,FR,M
2024,EN,FT,Data Scientist,40000,EUR,FR,0,FR,M
2024,SE,FT,Data Engineer,138000,USD,US,0,US,M
2024,SE,FT,Data Engineer,86000,USD,US,0,US,M
2024,SE,FT,AI Engineer,186754,USD,US,0,US,M
2024,SE,FT,AI Engineer,101000,USD,US,0,US,M
2024,SE,FT,Data Scientist,234000,USD,US,0,US,M
2024,SE,FT,Data Scientist,146000,USD,US,0,US,M
2024,MI,FT,Research Scientist,96200,USD,US,100,US,M
2024,MI,FT,Research Scientist,69800,USD,US,100,US,M
2024,SE,FT,Encounter Data Management Professional,96200,USD,US,100,US,M
2024,SE,FT,Encounter Data Management Professional,69800,USD,US,100,US,M
2024,SE,FT,Business Intelligence,170000,USD,US,0,US,M
2024,SE,FT,Business Intelligence,150000,USD,US,0,US,M
2024,MI,FT,Data Engineer,157500,USD,US,0,US,M
2024,MI,FT,Data Engineer,149900,USD,US,0,US,M
2024,SE,FT,Data Analyst,169000,USD,US,0,US,M
2024,SE,FT,Data Analyst,105000,USD,US,0,US,M
2024,SE,FT,Data Engineer,148017,USD,US,100,US,M
2024,SE,FT,Data Engineer,87069,USD,US,100,US,M
2024,MI,FT,Data Specialist,106336,USD,CA,0,CA,M
2024,MI,FT,Data Specialist,83150,USD,CA,0,CA,M
2024,MI,FT,Data Analytics Specialist,130000,USD,US,100,US,M
2024,MI,FT,Data Analytics Specialist,91000,USD,US,100,US,M
2024,SE,FT,Data Analyst,149925,USD,US,0,US,M
2024,SE,FT,Data Analyst,91260,USD,US,0,US,M
2024,SE,FT,ML Engineer,185000,USD,US,0,US,M
2024,SE,FT,ML Engineer,25000,USD,US,0,US,M
2024,SE,FT,Data Scientist,155000,USD,US,100,US,M
2024,SE,FT,Data Scientist,120000,USD,US,100,US,M
2024,SE,FT,ML Engineer,209700,USD,US,0,US,M
2024,SE,FT,ML Engineer,144600,USD,US,0,US,M
2024,SE,FT,Data Architect,175000,USD,US,0,US,M
2024,SE,FT,Data Architect,117000,USD,US,0,US,M
2024,MI,FT,Data Analyst,77280,USD,US,0,US,M
2024,MI,FT,Data Analyst,58000,USD,US,0,US,M
2024,SE,FT,Data Engineer,170200,USD,US,100,US,M
2024,SE,FT,Data Engineer,125800,USD,US,100,US,M
2024,SE,FT,Data Architect,202730,USD,US,100,US,M
2024,SE,FT,Data Architect,92118,USD,US,100,US,M
2024,MI,FT,Data Analyst,125000,USD,US,100,US,M
2024,MI,FT,Data Analyst,100000,USD,US,100,US,M
2024,SE,FT,Applied Scientist,200000,USD,US,100,US,M
2024,SE,FT,Applied Scientist,160000,USD,US,100,US,M
2024,MI,FT,Data Scientist,157144,USD,US,0,US,M
2024,MI,FT,Data Scientist,93101,USD,US,0,US,M
2024,SE,FT,Data Scientist,209000,CAD,CA,0,CA,M
2024,SE,FT,Data Scientist,150000,CAD,CA,0,CA,M
2024,SE,FT,Applied Scientist,260000,USD,US,0,US,L
2024,SE,FT,Applied Scientist,136000,USD,US,0,US,L
2024,SE,FT,Machine Learning Engineer,189000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,145400,USD,US,0,US,M
2024,SE,FT,Data Architect,200070,USD,CA,0,CA,M
2024,SE,FT,Data Architect,107730,USD,CA,0,CA,M
2024,SE,FT,Data Engineer,154000,USD,US,0,US,M
2024,SE,FT,Data Engineer,103000,USD,US,0,US,M
2024,EX,FT,Head of Data,223000,USD,US,0,US,M
2024,EX,FT,Head of Data,205000,USD,US,0,US,M
2024,SE,FT,Data Analyst,209000,USD,US,0,US,M
2024,SE,FT,Data Analyst,120000,USD,US,0,US,M
2024,MI,FT,Machine Learning Engineer,200000,USD,CA,0,CA,M
2024,MI,FT,Machine Learning Engineer,160000,USD,CA,0,CA,M
2024,MI,FT,Data Scientist,110000,USD,US,100,US,M
2024,MI,FT,Data Scientist,90000,USD,US,100,US,M
2024,SE,FT,Data Scientist,252000,USD,US,0,US,M
2024,SE,FT,Data Scientist,168000,USD,US,0,US,M
2024,MI,FT,Applied Scientist,222200,USD,US,0,US,L
2024,MI,FT,Applied Scientist,136000,USD,US,0,US,L
2024,SE,FT,Data Analytics Lead,250000,USD,US,100,US,M
2024,SE,FT,Data Scientist,385000,USD,US,100,US,M
2024,SE,FT,Data Scientist,130000,USD,US,100,US,M
2024,MI,FT,Data Scientist,150000,USD,US,0,US,M
2024,MI,FT,Data Scientist,127500,USD,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,142136,USD,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,123596,USD,US,0,US,M
2024,MI,FT,Data Scientist,285200,USD,US,100,US,M
2024,MI,FT,Data Scientist,168600,USD,US,100,US,M
2024,SE,FT,Data Scientist,223500,USD,US,0,US,M
2024,SE,FT,Data Scientist,109100,USD,US,0,US,M
2024,EN,FT,Data Analyst,64500,USD,US,0,US,M
2024,EN,FT,Data Analyst,46500,USD,US,0,US,M
2024,SE,FT,Data Engineer,180500,USD,US,0,US,M
2024,SE,FT,Data Engineer,96200,USD,US,0,US,M
2024,MI,FT,Data Analyst,86940,USD,US,0,US,M
2024,MI,FT,Data Analyst,66000,USD,US,0,US,M
2024,MI,FT,Data Analyst,77280,USD,US,0,US,M
2024,MI,FT,Data Analyst,58000,USD,US,0,US,M
2024,SE,FT,Data Specialist,41418,GBP,GB,0,GB,M
2024,SE,FT,Data Specialist,38223,GBP,GB,0,GB,M
2024,SE,FT,Data Manager,166000,USD,US,0,US,M
2024,SE,FT,Data Manager,104000,USD,US,0,US,M
2024,EN,FT,Data Analyst,97000,USD,US,0,US,M
2024,EN,FT,Data Analyst,62000,USD,US,0,US,M
2024,MI,FT,Machine Learning Scientist,176000,USD,US,0,US,M
2024,MI,FT,Machine Learning Scientist,72700,USD,US,0,US,M
2024,MI,FT,Data Science,33966,GBP,ZA,0,ZA,M
2024,MI,FT,Data Science,31396,GBP,ZA,0,ZA,M
2024,EN,FT,Research Scientist,170500,USD,US,100,US,M
2024,EN,FT,Research Scientist,123200,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,296400,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,159600,USD,US,0,US,M
2024,SE,FT,Applied Scientist,158200,USD,US,0,US,M
2024,SE,FT,Applied Scientist,79000,USD,US,0,US,M
2024,SE,FT,Data Scientist,153000,USD,NZ,0,NZ,M
2024,SE,FT,Data Scientist,135000,USD,NZ,0,NZ,M
2024,MI,FT,Data Scientist,145000,USD,US,0,US,M
2024,MI,FT,Data Scientist,125000,USD,US,0,US,M
2024,EX,FT,Head of Data,230000,USD,US,100,US,M
2024,EX,FT,Head of Data,200000,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,278000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,196000,USD,US,0,US,M
2024,SE,FT,Data Engineer,140000,USD,US,100,US,M
2024,SE,FT,Data Engineer,100000,USD,US,100,US,M
2024,MI,FT,Data Scientist,45000,USD,AR,100,AR,M
2024,MI,FT,Data Scientist,30000,USD,AR,100,AR,M
2024,SE,FT,Data Scientist,218000,USD,US,0,US,M
2024,SE,FT,Data Scientist,145000,USD,US,0,US,M
2024,SE,FT,Data Analyst,100000,USD,US,0,US,M
2024,SE,FT,Data Analyst,86220,USD,US,0,US,M
2024,MI,FT,Data Engineer,190000,USD,US,0,US,M
2024,MI,FT,Data Engineer,150000,USD,US,0,US,M
2024,MI,FT,Business Intelligence,110000,USD,US,0,US,M
2024,MI,FT,Business Intelligence,95000,USD,US,0,US,M
2024,SE,FT,Data Science,110000,USD,US,0,US,M
2024,SE,FT,Data Science,90000,USD,US,0,US,M
2024,MI,FT,Data Engineer,140000,USD,US,0,US,M
2024,MI,FT,Data Engineer,110000,USD,US,0,US,M
2024,MI,FT,Data Analyst,80000,USD,US,100,US,M
2024,MI,FT,Data Analyst,50000,USD,US,100,US,M
2024,SE,FT,Data Analyst,180000,USD,US,100,US,M
2024,SE,FT,Data Analyst,130000,USD,US,100,US,M
2024,SE,FT,Data Engineer,200000,USD,US,0,US,M
2024,SE,FT,Data Engineer,147000,USD,US,0,US,M
2024,SE,FT,Data Analyst,148000,USD,US,0,US,M
2024,SE,FT,Data Analyst,125000,USD,US,0,US,M
2024,SE,FT,Data Scientist,150000,USD,US,0,US,M
2024,SE,FT,Data Scientist,110000,USD,US,0,US,M
2024,SE,FT,Data Analyst,245400,USD,US,100,US,M
2024,SE,FT,Data Analyst,135800,USD,US,100,US,M
2024,EX,FT,Business Intelligence,200000,USD,US,0,US,M
2024,EX,FT,Business Intelligence,175000,USD,US,0,US,M
2024,SE,FT,Applied Scientist,249700,USD,US,100,US,M
2024,SE,FT,Applied Scientist,156300,USD,US,100,US,M
2024,SE,FT,Data Architect,190000,USD,US,100,US,M
2024,SE,FT,Data Architect,140000,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,370000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,220000,USD,US,0,US,M
2024,EN,FT,Data Engineer,35000,EUR,ES,0,ES,M
2024,EN,FT,Data Engineer,27000,EUR,ES,0,ES,M
2024,SE,FT,Machine Learning Engineer,280000,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,184000,USD,US,100,US,M
2024,MI,FT,Data Analyst,174000,USD,US,0,US,M
2024,MI,FT,Data Analyst,132000,USD,US,0,US,M
2024,SE,FT,Analytics Engineer,720000,USD,US,0,US,M
2024,SE,FT,Analytics Engineer,170000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,200000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,160000,USD,US,0,US,M
2024,SE,FT,Data Scientist,150000,USD,US,0,US,M
2024,SE,FT,Data Scientist,111000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,280000,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,184000,USD,US,100,US,M
2024,SE,FT,Machine Learning Engineer,302900,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,302900,USD,US,0,US,M
2024,MI,FT,Data Engineer,179500,USD,US,0,US,M
2024,MI,FT,Data Engineer,149500,USD,US,0,US,M
2024,SE,FT,Data Architect,238000,USD,US,100,US,M
2024,SE,FT,Data Architect,149000,USD,US,100,US,M
2024,SE,FT,Data Scientist,190000,USD,US,0,US,M
2024,SE,FT,Data Scientist,148000,USD,US,0,US,M
2024,SE,FT,Data Modeler,162225,USD,US,0,US,M
2024,SE,FT,Data Modeler,139050,USD,US,0,US,M
2024,SE,FT,Data Engineer,190000,USD,US,100,US,M
2024,SE,FT,Data Engineer,105301,USD,US,100,US,M
2024,SE,FT,Data Scientist,180000,USD,US,0,US,M
2024,SE,FT,Data Scientist,139000,USD,US,0,US,M
2024,SE,FT,Data Analyst,50000,GBP,GB,0,GB,M
2024,SE,FT,Data Analyst,44000,GBP,GB,0,GB,M
2024,SE,FT,Machine Learning Engineer,252000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,168000,USD,US,0,US,M
2024,MI,FT,Data Engineer,85000,USD,US,0,US,M
2024,MI,FT,Data Engineer,74880,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,260000,USD,US,0,US,M
2024,SE,FT,Machine Learning Engineer,160000,USD,US,0,US,M
2024,SE,FT,Data Engineer,190000,USD,US,100,US,M
2024,SE,FT,Data Engineer,150000,USD,US,100,US,M
2024,MI,FT,Research Engineer,234000,USD,US,0,US,M
2024,MI,FT,Research Engineer,176000,USD,US,0,US,M
2024,MI,FT,Data Engineer,125000,USD,US,100,US,M
2024,MI,FT,Data Engineer,100000,USD,US,100,US,M
2024,SE,FT,ML Engineer,155000,USD,US,0,US,M
2024,SE,FT,ML Engineer,100000,USD,US,0,US,M
2024,SE,FT,Data Analyst,170000,USD,CA,100,CA,M
2024,SE,FT,Data Analyst,130000,USD,CA,100,CA,M
2024,MI,FT,Data Engineer,184000,USD,US,0,US,M
2024,MI,FT,Data Engineer,123000,USD,US,0,US,M
2024,SE,FT,Data Modeler,140000,USD,US,100,US,M
2024,SE,FT,Data Modeler,130000,USD,US,100,US,M
2024,MI,FT,Data Scientist,159550,USD,US,0,US,M
2024,MI,FT,Data Scientist,113000,USD,US,0,US,M
2024,SE,FT,Data Scientist,222300,USD,FR,0,FR,M
2024,SE,FT,Data Scientist,119700,USD,FR,0,FR,M
2024,SE,FT,ML Engineer,120000,USD,US,0,US,M
2024,SE,FT,ML Engineer,75000,USD,US,0,US,M
2024,SE,FT,AI Scientist,166000,USD,US,0,US,M
2024,SE,FT,AI Scientist,110781,USD,US,0,US,M
2024,MI,FT,Data Scientist,121500,USD,US,100,US,M
2024,MI,FT,Data Scientist,88200,USD,US,100,US,M
2024,EN,PT,Data Science,63162,USD,US,0,US,M
2024,EN,PT,Data Science,37154,USD,US,0,US,M
2024,SE,FT,Data Scientist,195800,USD,US,0,US,M
